Price,Brand_Apple,Brand_Huawei,Brand_Samsung,Brand_Sony,Brand_Xiaomi,Is_iOS,Is_Android,Original_Price_HKD,Storage_GB,Months_Since_Release,Condition_Percentage,Condition_Score,Battery_Health_Percent,Battery_Cycle_Count,Seller_Years,Days_Since_Posted,Post_Recency_Log,image_count,seller_reviews_count,Seller_Reputation_Index,Is_Working,Is_MTR_Trade,Has_Warranty,Has_Box,Has_Receipt,Has_Accessories,Is_Firm_Price,Is_Urgent_Sale,Is_Premium_Tier,Has_Repair_History,Has_Crack_Or_Line,Has_Dual_SIM,Has_Brand_Keyword_Mismatch,Description_Length,Price_Diff_Original_Minus_Price_HKD,Product_Origin_Imported,Product_Origin_Mixed,Product_Origin_Official,Product_Origin_Unknown,Storage_Tier_129-256,Storage_Tier_257-512,Storage_Tier_<=128,Storage_Tier_>512,Storage_Tier_Unknown
700.0,1,0,0,0,0,1,0,5588.0,64.0,139.0,98.0,3,95.0,29.0,0,5.0,1.791759469228055,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888.0,0,0,0,1,0,0,1,0,0
4500.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4099.0,0,0,0,1,0,0,0,0,1
2780.0,1,0,0,0,0,1,0,8999.0,256.0,55.0,82.0,4,82.0,29.0,0,29.0,3.4011973816621555,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6219.0,0,0,0,1,0,0,0,0,1
3000.0,1,0,0,0,0,1,0,9399.0,256.0,43.0,98.0,2,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6399.0,0,0,1,0,1,0,0,0,0
10500.0,1,0,0,0,0,1,0,8599.0,512.0,19.0,98.0,5,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1901.0,0,0,0,1,0,1,0,0,0
3200.0,1,0,0,0,0,1,0,6899.0,256.0,19.0,98.0,4,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699.0,0,0,0,1,0,0,0,0,1
7800.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,95.0,4,95.0,29.0,0,17.0,2.8903717578961645,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,1,0,0,0,0,1
754.3,1,0,0,0,0,1,0,5499.0,64.0,67.0,77.0,3,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4744.7,0,0,0,1,0,0,1,0,0
4000.0,1,0,0,0,0,1,0,8999.0,256.0,55.0,98.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4999.0,0,0,0,1,0,0,0,0,1
1000000.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,5,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-989801.0,0,0,0,1,0,0,0,0,1
7800.0,1,0,0,0,0,1,0,10199.0,512.0,19.0,99.0,4,95.0,29.0,0,180.0,5.198497031265826,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2399.0,0,0,0,1,0,1,0,0,0
2150.0,1,0,0,0,0,1,0,8599.0,256.0,79.0,98.0,4,95.0,29.0,0,180.0,5.198497031265826,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6449.0,0,0,0,1,1,0,0,0,0
2480.0,1,0,0,0,0,1,0,5999.0,128.0,55.0,90.0,2,90.0,29.0,0,365.0,5.902633333401366,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3519.0,0,0,0,1,0,0,1,0,0
900.0,1,0,0,0,0,1,0,8588.0,256.0,103.0,98.0,2,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7688.0,0,0,0,1,1,0,0,0,0
3950.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4649.0,0,0,0,1,0,0,0,0,1
1000.0,1,0,0,0,0,1,0,8588.0,256.0,103.0,98.0,4,95.0,29.0,0,18.0,2.9444389791664403,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7588.0,0,0,0,1,0,0,0,0,1
2150.0,1,0,0,0,0,1,0,8599.0,256.0,91.0,89.0,4,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6449.0,1,0,0,0,0,0,0,0,1
6380.0,1,0,0,0,0,1,0,7699.0,256.0,19.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1319.0,0,0,1,0,0,0,0,0,1
3678.5,1,0,0,0,0,1,0,10199.0,256.0,31.0,97.0,1,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6520.5,0,0,0,1,1,0,0,0,0
3080.0,1,0,0,0,0,1,0,8999.0,128.0,55.0,98.0,3,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5919.0,0,0,1,0,0,0,1,0,0
2100.0,1,0,0,0,0,1,0,7899.0,256.0,55.0,75.0,2,95.0,29.0,0,210.0,5.351858133476067,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5799.0,0,0,0,1,1,0,0,0,0
7000.0,1,0,0,0,0,1,0,10199.0,256.0,31.0,98.0,5,95.0,29.0,0,1095.0,6.999422467507961,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3199.0,0,0,0,1,1,0,0,0,0
9500.0,1,0,0,0,0,1,0,10199.0,512.0,19.0,98.0,4,95.0,29.0,0,240.0,5.484796933490655,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,699.0,0,0,0,1,0,1,0,0,0
3200.0,1,0,0,0,0,1,0,8599.0,256.0,43.0,98.0,2,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5399.0,0,0,0,1,0,0,0,0,1
550.0,1,0,0,0,0,1,0,8588.0,256.0,103.0,98.0,1,95.0,29.0,0,5.0,1.791759469228055,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038.0,0,0,0,1,0,0,0,0,1
550.0,1,0,0,0,0,1,0,5999.0,256.0,55.0,98.0,2,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5449.0,0,0,0,1,0,0,0,0,1
3700.0,1,0,0,0,0,1,0,9399.0,128.0,43.0,98.0,2,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5699.0,0,0,0,1,0,0,1,0,0
8500.0,1,0,0,0,0,1,0,8599.0,512.0,19.0,98.0,4,95.0,29.0,0,330.0,5.802118375377063,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.0,0,0,0,1,0,1,0,0,0
900.0,1,0,0,0,0,1,0,8588.0,256.0,103.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7688.0,0,0,1,0,1,0,0,0,0
300.0,1,0,0,0,0,1,0,6388.0,64.0,139.0,98.0,1,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6088.0,0,0,0,1,0,0,1,0,0
800.0,1,0,0,0,0,1,0,8588.0,64.0,103.0,90.0,4,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7788.0,0,0,0,1,0,0,1,0,0
2980.0,1,0,0,0,0,1,0,7899.0,512.0,55.0,98.0,4,95.0,29.0,0,20.0,3.044522437723423,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4919.0,0,0,0,1,0,1,0,0,0
1580.0,1,0,0,0,0,1,0,5999.0,64.0,67.0,95.0,4,100.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4419.0,0,0,0,1,0,0,1,0,0
1700.0,1,0,0,0,0,1,0,7599.0,256.0,67.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5899.0,0,0,0,1,1,0,0,0,0
8100.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2099.0,0,0,0,1,0,0,0,0,1
2600.0,1,0,0,0,0,1,0,6899.0,128.0,43.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4299.0,0,0,0,1,0,0,1,0,0
2700.0,1,0,0,0,0,1,0,6899.0,256.0,43.0,98.0,3,95.0,29.0,0,150.0,5.017279836814924,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4199.0,0,0,0,1,1,0,0,0,0
2480.0,1,0,0,0,0,1,0,5999.0,128.0,55.0,90.0,3,90.0,29.0,0,365.0,5.902633333401366,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3519.0,0,0,0,1,0,0,1,0,0
2080.0,1,0,0,0,0,1,0,5999.0,128.0,55.0,83.0,4,83.0,29.0,0,365.0,5.902633333401366,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3919.0,0,0,0,1,0,0,1,0,0
4000.0,1,0,0,0,0,1,0,8599.0,128.0,31.0,98.0,4,95.0,29.0,0,19.0,2.995732273553991,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4599.0,0,0,0,1,0,0,1,0,0
1000.0,1,0,0,0,0,1,0,5999.0,128.0,79.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999.0,0,0,0,1,0,0,1,0,0
1780.0,1,0,0,0,0,1,0,5999.0,128.0,67.0,86.0,3,86.0,29.0,0,730.0,6.594413459749778,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4219.0,0,0,0,1,0,0,1,0,0
536.0,1,0,0,0,0,1,0,5499.0,128.0,67.0,88.0,4,95.0,29.0,0,330.0,5.802118375377063,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963.0,0,0,0,1,0,0,1,0,0
1000.0,1,0,0,0,0,1,0,8599.0,256.0,79.0,98.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7599.0,0,0,0,1,1,0,0,0,0
3819.0,1,0,0,0,0,1,0,8599.0,128.0,31.0,98.0,4,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4780.0,0,0,0,1,0,0,1,0,0
3750.0,1,0,0,0,0,1,0,8999.0,256.0,55.0,98.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5249.0,0,0,0,1,0,0,0,0,1
1700.0,1,0,0,0,0,1,0,8599.0,128.0,43.0,98.0,1,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6899.0,1,0,0,0,0,0,1,0,0
4180.0,1,0,0,0,0,1,0,6899.0,512.0,31.0,93.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2719.0,0,0,1,0,0,1,0,0,0
9300.0,1,0,0,0,0,1,0,8599.0,512.0,19.0,98.0,5,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-701.0,0,0,0,1,0,1,0,0,0
500.0,1,0,0,0,0,1,0,7899.0,128.0,49.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399.0,0,0,0,1,0,0,1,0,0
3280.0,1,0,0,0,0,1,0,8599.0,128.0,43.0,93.0,4,95.0,29.0,0,26.0,3.295836866004329,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5319.0,0,0,1,0,0,0,1,0,0
800.0,1,0,0,0,0,1,0,3488.0,128.0,121.0,98.0,3,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688.0,0,0,0,1,0,0,1,0,0
984.3,1,0,0,0,0,1,0,3488.0,64.0,121.0,98.0,1,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503.7,0,0,0,1,0,0,1,0,0
999.0,1,0,0,0,0,1,0,3699.0,256.0,49.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700.0,0,0,0,1,1,0,0,0,0
350.0,1,0,0,0,0,1,0,5588.0,256.0,139.0,98.0,5,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238.0,0,0,0,1,0,0,0,0,1
1380.0,1,0,0,0,0,1,0,3488.0,128.0,121.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108.0,0,0,1,0,0,0,1,0,0
1600.0,1,0,0,0,0,1,0,7599.0,256.0,67.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5999.0,0,0,0,1,1,0,0,0,0
7180.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3019.0,0,0,1,0,0,0,0,0,1
6280.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,100.0,4,100.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1619.0,0,0,1,0,1,0,0,0,0
2900.0,1,0,0,0,0,1,0,6899.0,256.0,31.0,98.0,1,95.0,29.0,0,210.0,5.351858133476067,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999.0,0,0,0,1,0,0,0,0,1
2999.0,1,0,0,0,0,1,0,8999.0,256.0,55.0,98.0,4,95.0,29.0,0,150.0,5.017279836814924,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,0,0,1,0,0,0,0,0,1
1050.0,1,0,0,0,0,1,0,5999.0,256.0,67.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949.0,0,0,0,1,0,0,0,0,1
6900.0,1,0,0,0,0,1,0,10199.0,512.0,19.0,99.0,3,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3299.0,0,0,0,1,0,1,0,0,0
6499.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,3,95.0,29.0,0,210.0,5.351858133476067,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3700.0,0,0,0,1,0,0,0,0,1
4200.0,1,0,0,0,0,1,0,6899.0,256.0,31.0,98.0,4,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2699.0,0,0,0,1,1,0,0,0,0
1000.0,1,0,0,0,0,1,0,7599.0,256.0,67.0,98.0,3,95.0,29.0,0,26.0,3.295836866004329,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6599.0,0,0,0,1,0,0,0,0,1
2200.0,1,0,0,0,0,1,0,8499.0,256.0,67.0,98.0,2,95.0,29.0,0,22.0,3.1354942159291497,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6299.0,0,0,0,1,1,0,0,0,0
1980.0,1,0,0,0,0,1,0,8499.0,256.0,67.0,98.0,1,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6519.0,0,0,1,0,1,0,0,0,0
3400.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,99.0,4,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3499.0,0,0,0,1,0,0,1,0,0
2500.0,1,0,0,0,0,1,0,8599.0,256.0,43.0,98.0,2,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6099.0,0,0,0,1,0,0,0,0,1
2180.0,1,0,0,0,0,1,0,5999.0,128.0,43.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819.0,0,0,0,1,0,0,1,0,0
2100.0,1,0,0,0,0,1,0,5999.0,256.0,43.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3899.0,0,0,0,1,0,0,0,0,1
2000.0,1,0,0,0,0,1,0,5999.0,256.0,43.0,98.0,2,95.0,29.0,0,150.0,5.017279836814924,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999.0,0,0,0,1,1,0,0,0,0
2100.0,1,0,0,0,0,1,0,5999.0,128.0,55.0,98.0,3,95.0,29.0,0,20.0,3.044522437723423,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3899.0,0,0,0,1,0,0,1,0,0
5200.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3399.0,0,0,0,1,0,0,0,0,1
7500.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0,0,0,0,1,0,1,0,0,0
20.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7879.0,0,0,0,1,0,0,0,0,1
6580.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,0,13.0,2.6390573296152584,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1319.0,0,0,1,0,0,0,0,0,1
4800.0,1,0,0,0,0,1,0,8599.0,512.0,31.0,98.0,2,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3799.0,0,0,0,1,0,1,0,0,0
4200.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,99.0,4,95.0,29.0,0,8.0,2.1972245773362196,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4399.0,0,0,0,1,1,0,0,0,0
4832.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,3,95.0,29.0,0,150.0,5.017279836814924,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5367.0,0,0,0,1,1,0,0,0,0
4680.0,1,0,0,0,0,1,0,9399.0,256.0,43.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4719.0,0,0,1,0,0,0,0,0,1
4380.0,1,0,0,0,0,1,0,9399.0,512.0,43.0,98.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5019.0,0,0,1,0,0,1,0,0,0
600.0,1,0,0,0,0,1,0,5999.0,64.0,103.0,98.0,2,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5399.0,0,0,0,1,0,0,1,0,0
380.0,1,0,0,0,0,1,0,6388.0,256.0,139.0,98.0,4,95.0,29.0,0,270.0,5.602118820879701,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6008.0,0,0,0,1,0,0,0,0,1
480.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,1,95.0,29.0,0,1095.0,6.999422467507961,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7419.0,0,0,0,1,0,0,0,0,1
800.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,0,95.0,29.0,0,1825.0,7.509883061154913,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7099.0,0,0,0,1,0,0,0,0,1
4200.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699.0,0,0,0,1,0,0,0,0,1
2700.0,1,0,0,0,0,1,0,5999.0,512.0,55.0,98.0,4,95.0,29.0,0,15.0,2.772588722239781,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3299.0,0,0,0,1,0,1,0,0,0
2300.0,1,0,0,0,0,1,0,8599.0,256.0,79.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6299.0,0,0,0,1,1,0,0,0,0
3580.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319.0,0,0,0,1,0,0,1,0,0
600.0,1,0,0,0,0,1,0,3488.0,16.0,121.0,98.0,4,95.0,29.0,0,1460.0,7.2868764117507,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2888.0,0,0,0,1,0,0,1,0,0
4000.0,1,0,0,0,0,1,0,8599.0,128.0,31.0,98.0,4,95.0,29.0,0,19.0,2.995732273553991,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4599.0,0,0,0,1,0,0,1,0,0
4280.0,1,0,0,0,0,1,0,9399.0,256.0,43.0,92.0,4,95.0,29.0,0,9.0,2.302585092994046,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5119.0,0,0,1,0,1,0,0,0,0
3880.0,1,0,0,0,0,1,0,8999.0,256.0,55.0,94.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5119.0,0,0,1,0,0,0,0,0,1
3800.0,1,0,0,0,0,1,0,9399.0,128.0,43.0,98.0,2,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5599.0,0,0,1,0,0,0,1,0,0
11000.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3101.0,0,0,0,1,0,1,0,0,0
5880.0,1,0,0,0,0,1,0,10199.0,256.0,31.0,98.0,4,95.0,29.0,0,9.0,2.302585092994046,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4319.0,0,0,1,0,0,0,0,0,1
600.0,1,0,0,0,0,1,0,5999.0,256.0,103.0,98.0,3,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5399.0,0,0,0,1,0,0,0,0,1
7180.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,96.0,4,95.0,29.0,0,300.0,5.707110264748875,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3019.0,0,0,1,0,1,0,0,0,0
7080.0,1,0,0,0,0,1,0,6899.0,256.0,19.0,96.0,4,95.0,29.0,0,180.0,5.198497031265826,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-181.0,0,0,0,1,1,0,0,0,0
10200.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,5,95.0,29.0,0,730.0,6.594413459749778,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,0,0,0,1,1,0,0,0,0
7500.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,98.0,5,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0,0,0,0,1,0,1,0,0,0
5380.0,1,0,0,0,0,1,0,6899.0,512.0,19.0,98.0,4,95.0,29.0,0,20.0,3.044522437723423,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.0,0,0,0,1,0,1,0,0,0
7550.0,1,0,0,0,0,1,0,8599.0,128.0,19.0,98.0,5,95.0,29.0,0,365.0,5.902633333401366,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1049.0,0,0,0,1,0,0,1,0,0
4600.0,1,0,0,0,0,1,0,6899.0,256.0,19.0,98.0,3,95.0,29.0,0,16.0,2.833213344056216,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299.0,0,0,0,1,0,0,0,0,1
3599.0,1,0,0,0,0,1,0,6899.0,256.0,31.0,98.0,4,95.0,29.0,0,180.0,5.198497031265826,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3300.0,0,0,0,1,0,0,0,0,1
3500.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399.0,0,0,0,1,0,0,1,0,0
1899.0,1,0,0,0,0,1,0,5999.0,128.0,43.0,98.0,3,95.0,29.0,0,90.0,4.51085950651685,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4100.0,0,0,0,1,0,0,1,0,0
838.3,1,0,0,0,0,1,0,5999.0,256.0,103.0,98.0,2,95.0,29.0,0,1460.0,7.2868764117507,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160.7,0,0,0,1,1,0,0,0,0
650.0,1,0,0,0,0,1,0,3699.0,32.0,49.0,98.0,4,95.0,29.0,0,1460.0,7.2868764117507,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3049.0,0,0,0,1,0,0,1,0,0
2100.0,1,0,0,0,0,1,0,5999.0,512.0,43.0,98.0,4,95.0,29.0,0,120.0,4.795790545596741,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3899.0,0,0,0,1,0,1,0,0,0
3500.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,99.0,4,95.0,29.0,0,30.0,3.4339872044851463,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3399.0,0,0,0,1,0,0,1,0,0
